Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold
24,Postgraduate,In couple,74214.00,1711.00,25.63,No child,No child,863.00,83.00,547.00,86.00,99.00,33.00
57,Postgraduate,In couple,66726.00,438.00,8.83,Has child,2 children,349.00,7.00,35.00,0.00,0.00,47.00
35,Undergraduate,In couple,23724.00,75.00,21.13,Has child,1 child,5.00,23.00,15.00,0.00,18.00,14.00
54,Postgraduate,In couple,47353.00,225.00,10.83,Has child,1 child,184.00,2.00,19.00,8.00,8.00,4.00
62,Postgraduate,In couple,33444.00,18.00,23.33,Has child,2 children,8.00,0.00,8.00,0.00,0.00,2.00
33,Postgraduate,In couple,54386.00,470.00,16.83,Has child,1 child,277.00,21.00,64.00,62.00,21.00,25.00
33,Postgraduate,Alone,28510.00,91.00,17.97,Has child,2 children,44.00,5.00,19.00,0.00,4.00,19.00
23,Postgraduate,Alone,90638.00,2525.00,7.77,No child,No child,1156.00,120.00,915.00,94.00,144.00,96.00
64,Postgraduate,In couple,48070.00,504.00,20.97,Has child,1 child,373.00,14.00,83.00,6.00,9.00,19.00
57,Postgraduate,In couple,43140.00,235.00,21.23,Has child,1 child,134.00,8.00,76.00,6.00,0.00,11.00
53,Postgraduate,Alone,54959.00,1232.00,20.77,Has child,1 child,1148.00,0.00,60.00,0.00,0.00,24.00
56,Undergraduate,Alone,15056.00,88.00,17.30,Has child,2 children,6.00,12.00,3.00,21.00,6.00,40.00
43,Postgraduate,Alone,26954.00,17.00,4.97,Has child,1 child,4.00,1.00,11.00,0.00,0.00,1.00
29,Postgraduate,Alone,22327.00,24.00,14.27,Has child,1 child,5.00,4.00,8.00,2.00,0.00,5.00
49,Postgraduate,In couple,44393.00,60.00,13.60,Has child,2 children,24.00,2.00,20.00,2.00,2.00,10.00
62,Postgraduate,Alone,62000.00,1020.00,13.50,Has child,1 child,899.00,0.00,101.00,0.00,0.00,20.00
52,Postgraduate,In couple,31497.00,155.00,22.23,Has child,1 child,108.00,1.00,28.00,13.00,1.00,4.00
40,Undergraduate,In couple,45894.00,51.00,7.30,Has child,2 children,27.00,2.00,7.00,0.00,2.00,13.00
44,Postgraduate,Alone,78579.00,1812.00,21.70,No child,No child,816.00,66.00,549.00,216.00,66.00,99.00
45,Postgraduate,Alone,67369.00,1461.00,22.87,Has child,1 child,1298.00,0.00,70.00,37.00,14.00,42.00
54,Postgraduate,Alone,58401.00,96.00,5.57,Has child,1 child,10.00,0.00,11.00,17.00,29.00,29.00
62,Postgraduate,Alone,62307.00,160.00,7.63,Has child,1 child,87.00,13.00,34.00,10.00,6.00,10.00
45,Postgraduate,In couple,43641.00,139.00,17.67,Has child,2 children,57.00,2.00,51.00,4.00,2.00,23.00
46,Postgraduate,Alone,63841.00,908.00,17.70,Has child,1 child,635.00,15.00,100.00,20.00,7.00,131.00
49,Undergraduate,In couple,46891.00,183.00,13.27,Has child,1 child,43.00,12.00,23.00,29.00,15.00,61.00
45,Postgraduate,In couple,70091.00,1161.00,18.40,Has child,1 child,964.00,34.00,137.00,15.00,0.00,11.00
42,Postgraduate,In couple,78075.00,988.00,6.07,No child,No child,572.00,8.00,259.00,34.00,35.00,80.00
53,Undergraduate,Alone,59184.00,1072.00,25.17,Has child,1 child,341.00,142.00,113.00,259.00,151.00,66.00
37,Postgraduate,In couple,54809.00,174.00,12.93,Has child,2 children,63.00,6.00,57.00,13.00,13.00,22.00
55,Postgraduate,In couple,58113.00,758.00,20.57,Has child,1 child,221.00,104.00,169.00,102.00,78.00,84.00
56,Postgraduate,In couple,51412.00,195.00,9.23,Has child,1 child,140.00,3.00,29.00,4.00,5.00,14.00
35,Postgraduate,Alone,15287.00,31.00,24.13,Has child,1 child,1.00,2.00,8.00,4.00,3.00,13.00
57,Postgraduate,In couple,66636.00,1084.00,13.77,No child,No child,291.00,10.00,689.00,84.00,10.00,0.00
58,Postgraduate,In couple,50965.00,685.00,19.70,Has child,1 child,544.00,13.00,85.00,8.00,6.00,29.00
49,Postgraduate,In couple,84618.00,1672.00,10.53,No child,No child,684.00,100.00,801.00,21.00,66.00,0.00
24,Postgraduate,In couple,18351.00,43.00,11.33,No child,No child,1.00,12.00,9.00,0.00,14.00,7.00
57,Postgraduate,In couple,40451.00,49.00,7.67,Has child,2 children,35.00,0.00,4.00,0.00,0.00,10.00
49,Postgraduate,In couple,36317.00,133.00,16.67,Has child,1 child,87.00,3.00,25.00,3.00,2.00,13.00
57,Postgraduate,In couple,42213.00,363.00,11.90,Has child,1 child,309.00,3.00,24.00,4.00,3.00,20.00
59,Postgraduate,In couple,65748.00,545.00,17.90,Has child,1 child,172.00,73.00,93.00,95.00,78.00,34.00
42,Postgraduate,In couple,77044.00,1065.00,11.40,Has child,1 child,625.00,38.00,242.00,50.00,34.00,76.00
45,Postgraduate,In couple,74918.00,2047.00,19.03,No child,No child,972.00,59.00,913.00,25.00,19.00,59.00
42,Postgraduate,In couple,56721.00,296.00,23.43,Has child,2 children,157.00,6.00,39.00,6.00,13.00,75.00
39,Postgraduate,Alone,42160.00,140.00,15.43,Has child,2 children,48.00,9.00,45.00,3.00,15.00,20.00
49,Postgraduate,Alone,61559.00,530.00,14.80,Has child,1 child,279.00,83.00,88.00,32.00,14.00,34.00
51,Postgraduate,In couple,33629.00,152.00,26.23,Has child,2 children,132.00,0.00,16.00,0.00,0.00,4.00
23,Postgraduate,In couple,68682.00,1598.00,12.10,No child,No child,919.00,0.00,505.00,99.00,30.00,45.00
51,Postgraduate,Alone,34377.00,114.00,20.77,Has child,1 child,62.00,0.00,22.00,3.00,1.00,26.00
28,Undergraduate,Alone,8940.00,101.00,25.77,Has child,1 child,1.00,45.00,3.00,4.00,6.00,42.00
41,Postgraduate,In couple,26228.00,25.00,12.57,Has child,1 child,2.00,6.00,4.00,3.00,1.00,9.00
57,Undergraduate,Alone,77297.00,789.00,20.53,No child,No child,408.00,61.00,109.00,48.00,122.00,41.00
33,Postgraduate,In couple,40211.00,87.00,14.37,Has child,2 children,51.00,1.00,7.00,2.00,1.00,25.00
56,Postgraduate,Alone,33438.00,90.00,12.57,Has child,2 children,62.00,1.00,16.00,3.00,2.00,6.00
55,Postgraduate,In couple,75032.00,1215.00,17.47,Has child,1 child,952.00,12.00,180.00,47.00,12.00,12.00
59,Postgraduate,Alone,61284.00,811.00,11.90,No child,No child,618.00,15.00,106.00,20.00,7.00,45.00
28,Postgraduate,In couple,22518.00,61.00,23.73,Has child,1 child,11.00,7.00,12.00,2.00,2.00,27.00
39,Postgraduate,In couple,54730.00,405.00,13.83,Has child,1 child,318.00,3.00,17.00,4.00,7.00,56.00
59,Postgraduate,In couple,38452.00,72.00,6.27,Has child,2 children,56.00,0.00,14.00,0.00,0.00,2.00
43,Postgraduate,Alone,44421.00,189.00,19.87,Has child,2 children,110.00,5.00,59.00,7.00,1.00,7.00
28,Postgraduate,In couple,38197.00,40.00,15.40,Has child,1 child,23.00,0.00,11.00,2.00,1.00,3.00
36,Postgraduate,Alone,41986.00,63.00,7.90,Has child,1 child,27.00,5.00,8.00,8.00,3.00,12.00
31,Postgraduate,In couple,28427.00,52.00,18.73,Has child,1 child,18.00,3.00,19.00,3.00,3.00,6.00
38,Postgraduate,In couple,37395.00,39.00,5.17,Has child,1 child,18.00,0.00,9.00,0.00,1.00,11.00
43,Postgraduate,In couple,64722.00,805.00,4.37,Has child,1 child,303.00,0.00,280.00,60.00,147.00,15.00
58,Postgraduate,In couple,55249.00,130.00,5.67,Has child,1 child,97.00,1.00,19.00,2.00,0.00,11.00
42,Postgraduate,In couple,84906.00,1631.00,12.17,No child,No child,997.00,15.00,414.00,99.00,30.00,76.00
25,Postgraduate,In couple,28691.00,34.00,15.23,Has child,1 child,5.00,4.00,13.00,8.00,0.00,4.00
62,Postgraduate,Alone,44213.00,152.00,10.30,Has child,2 children,95.00,11.00,35.00,0.00,4.00,7.00
30,Undergraduate,Alone,25707.00,21.00,8.63,Has child,1 child,1.00,6.00,2.00,3.00,6.00,3.00
47,Postgraduate,In couple,59062.00,71.00,12.20,Has child,3 children,46.00,1.00,12.00,3.00,0.00,9.00
52,Postgraduate,Alone,76624.00,899.00,4.43,Has child,1 child,411.00,106.00,147.00,54.00,115.00,66.00
67,Postgraduate,In couple,66000.00,711.00,5.57,No child,No child,244.00,51.00,270.00,101.00,0.00,45.00
36,Postgraduate,In couple,27683.00,351.00,26.37,Has child,1 child,152.00,9.00,121.00,12.00,12.00,45.00
43,Postgraduate,Alone,1730.00,8.00,4.63,No child,No child,1.00,1.00,3.00,1.00,1.00,1.00
22,Undergraduate,Alone,7500.00,119.00,22.33,Has child,1 child,10.00,17.00,18.00,8.00,26.00,40.00
46,Postgraduate,In couple,40521.00,21.00,18.23,Has child,2 children,12.00,0.00,5.00,0.00,0.00,4.00
41,Postgraduate,In couple,20427.00,10.00,6.47,Has child,1 child,5.00,0.00,4.00,0.00,0.00,1.00
39,Postgraduate,In couple,65106.00,973.00,4.43,Has child,1 child,790.00,19.00,133.00,12.00,0.00,19.00
49,Postgraduate,In couple,69969.00,1536.00,13.43,No child,No child,882.00,29.00,514.00,38.00,29.00,44.00
62,Postgraduate,In couple,67433.00,992.00,14.83,Has child,2 children,615.00,28.00,259.00,12.00,48.00,30.00
47,Postgraduate,In couple,77766.00,1529.00,19.63,Has child,1 child,1004.00,59.00,265.00,115.00,59.00,27.00
42,Postgraduate,In couple,74716.00,860.00,12.90,Has child,1 child,133.00,27.00,421.00,13.00,195.00,71.00
51,Postgraduate,Alone,68118.00,928.00,11.70,Has child,1 child,595.00,23.00,123.00,10.00,23.00,154.00
44,Postgraduate,In couple,55158.00,418.00,26.53,Has child,2 children,293.00,0.00,87.00,4.00,11.00,23.00
59,Undergraduate,In couple,62972.00,587.00,26.40,Has child,1 child,313.00,15.00,47.00,20.00,0.00,192.00
39,Postgraduate,In couple,74190.00,641.00,4.83,Has child,1 child,151.00,81.00,86.00,168.00,91.00,64.00
38,Postgraduate,In couple,39356.00,23.00,6.63,Has child,2 children,15.00,0.00,2.00,0.00,0.00,6.00
45,Postgraduate,In couple,76653.00,2279.00,13.80,No child,No child,736.00,63.00,946.00,219.00,189.00,126.00
41,Postgraduate,Alone,35860.00,49.00,4.60,Has child,2 children,15.00,0.00,8.00,4.00,2.00,20.00
31,Postgraduate,Alone,90687.00,1779.00,16.67,No child,No child,982.00,17.00,672.00,23.00,34.00,51.00
32,Postgraduate,In couple,73450.00,1804.00,10.10,No child,No child,1142.00,51.00,415.00,90.00,69.00,37.00
54,Postgraduate,In couple,31454.00,48.00,15.17,Has child,2 children,28.00,0.00,11.00,0.00,0.00,9.00
62,Postgraduate,Alone,47139.00,83.00,7.07,Has child,2 children,46.00,0.00,12.00,0.00,2.00,23.00
39,Postgraduate,Alone,83829.00,1862.00,12.03,No child,No child,897.00,161.00,430.00,186.00,161.00,27.00
51,Postgraduate,In couple,53378.00,793.00,24.67,Has child,2 children,489.00,6.00,152.00,8.00,6.00,132.00
44,Postgraduate,In couple,19656.00,84.00,20.10,Has child,1 child,25.00,4.00,9.00,6.00,8.00,32.00
66,Postgraduate,In couple,45579.00,183.00,13.67,Has child,1 child,145.00,1.00,33.00,2.00,1.00,1.00
56,Undergraduate,Alone,85485.00,1383.00,3.50,No child,No child,630.00,26.00,611.00,44.00,18.00,54.00
70,Postgraduate,In couple,55956.00,999.00,6.00,No child,No child,760.00,38.00,104.00,50.00,9.00,38.00
51,Postgraduate,Alone,64191.00,825.00,20.67,Has child,1 child,420.00,15.00,186.00,151.00,38.00,15.00
42,Postgraduate,Alone,38808.00,246.00,25.63,Has child,1 child,125.00,17.00,52.00,3.00,19.00,30.00
48,Postgraduate,In couple,57183.00,610.00,18.80,Has child,2 children,464.00,5.00,64.00,7.00,0.00,70.00
46,Postgraduate,Alone,23748.00,76.00,22.73,Has child,1 child,6.00,6.00,29.00,12.00,15.00,8.00
43,Postgraduate,In couple,66303.00,1286.00,19.50,Has child,1 child,1090.00,12.00,96.00,16.00,12.00,60.00
39,Postgraduate,In couple,37368.00,30.00,9.73,Has child,1 child,3.00,2.00,11.00,2.00,2.00,10.00
50,Postgraduate,In couple,40800.00,99.00,21.37,Has child,3 children,24.00,0.00,27.00,8.00,30.00,10.00
36,Postgraduate,Alone,71847.00,1192.00,24.77,No child,No child,737.00,21.00,106.00,55.00,63.00,210.00
39,Postgraduate,In couple,46149.00,362.00,10.30,Has child,1 child,254.00,6.00,71.00,4.00,0.00,27.00
31,Postgraduate,In couple,78687.00,2130.00,26.20,No child,No child,817.00,185.00,687.00,145.00,55.00,241.00
43,Undergraduate,Alone,49118.00,1229.00,25.90,No child,No child,620.00,54.00,239.00,99.00,98.00,119.00
57,Postgraduate,In couple,37633.00,38.00,24.80,Has child,2 children,13.00,4.00,20.00,0.00,0.00,1.00
63,Postgraduate,In couple,39767.00,485.00,14.67,No child,No child,113.00,61.00,204.00,34.00,26.00,47.00
63,Undergraduate,In couple,26997.00,434.00,23.27,No child,No child,7.00,23.00,78.00,133.00,49.00,144.00
44,Postgraduate,Alone,33986.00,44.00,18.97,Has child,1 child,16.00,2.00,18.00,2.00,1.00,5.00
42,Postgraduate,In couple,57091.00,496.00,22.67,Has child,1 child,462.00,0.00,24.00,6.00,0.00,4.00
45,Undergraduate,In couple,46831.00,78.00,16.10,Has child,2 children,22.00,2.00,10.00,6.00,4.00,34.00
42,Postgraduate,In couple,83151.00,2346.00,20.03,No child,No child,968.00,147.00,842.00,137.00,42.00,210.00
43,Postgraduate,In couple,52531.00,794.00,21.43,No child,No child,283.00,112.00,151.00,51.00,72.00,125.00
58,Postgraduate,In couple,15759.00,17.00,13.13,No child,No child,1.00,2.00,5.00,6.00,0.00,3.00
43,Postgraduate,Alone,22804.00,26.00,14.33,Has child,1 child,14.00,1.00,7.00,2.00,1.00,1.00
41,Undergraduate,In couple,43050.00,76.00,6.67,Has child,1 child,30.00,5.00,24.00,6.00,3.00,8.00
37,Postgraduate,Alone,42997.00,15.00,10.03,Has child,2 children,4.00,0.00,5.00,0.00,1.00,5.00
51,Postgraduate,Alone,48918.00,62.00,5.83,Has child,2 children,52.00,0.00,9.00,0.00,0.00,1.00
60,Postgraduate,In couple,60033.00,198.00,6.30,Has child,1 child,62.00,1.00,57.00,19.00,11.00,48.00
36,Postgraduate,In couple,34043.00,49.00,11.47,Has child,1 child,20.00,2.00,14.00,3.00,0.00,10.00
48,Postgraduate,In couple,57811.00,802.00,15.57,Has child,1 child,545.00,7.00,114.00,37.00,21.00,78.00
68,Postgraduate,In couple,78569.00,1736.00,7.57,No child,No child,558.00,79.00,622.00,207.00,175.00,95.00
36,Postgraduate,Alone,7500.00,57.00,21.53,Has child,2 children,6.00,5.00,4.00,13.00,4.00,25.00
43,Postgraduate,In couple,157733.00,59.00,16.23,Has child,1 child,39.00,1.00,9.00,2.00,0.00,8.00
61,Postgraduate,In couple,94384.00,2302.00,19.30,No child,No child,1111.00,24.00,790.00,160.00,45.00,172.00
29,Undergraduate,In couple,23148.00,37.00,7.60,No child,No child,4.00,6.00,8.00,6.00,3.00,10.00
44,Postgraduate,Alone,44267.00,310.00,19.53,Has child,2 children,183.00,5.00,65.00,3.00,5.00,49.00
35,Postgraduate,In couple,71626.00,1305.00,23.40,No child,No child,546.00,72.00,376.00,94.00,145.00,72.00
48,Postgraduate,In couple,60894.00,832.00,15.43,Has child,1 child,606.00,7.00,155.00,10.00,0.00,54.00
38,Postgraduate,In couple,50200.00,401.00,18.30,Has child,2 children,266.00,6.00,51.00,8.00,6.00,64.00
49,Postgraduate,In couple,81051.00,1501.00,4.47,No child,No child,1142.00,29.00,249.00,38.00,29.00,14.00
32,Postgraduate,In couple,65169.00,1189.00,8.77,No child,No child,1074.00,0.00,69.00,0.00,0.00,46.00
42,Postgraduate,In couple,59868.00,1194.00,14.63,Has child,1 child,771.00,51.00,154.00,54.00,10.00,154.00
54,Postgraduate,In couple,65695.00,656.00,8.20,Has child,1 child,371.00,32.00,189.00,0.00,58.00,6.00
58,Postgraduate,Alone,64857.00,1540.00,22.67,No child,No child,556.00,14.00,717.00,210.00,0.00,43.00
49,Postgraduate,In couple,45143.00,311.00,13.47,Has child,1 child,202.00,5.00,74.00,11.00,5.00,14.00
59,Undergraduate,In couple,74805.00,820.00,11.07,Has child,1 child,209.00,162.00,209.00,41.00,162.00,37.00
25,Undergraduate,In couple,59060.00,274.00,8.87,Has child,1 child,35.00,40.00,111.00,36.00,40.00,12.00
52,Postgraduate,Alone,27238.00,57.00,17.73,Has child,2 children,37.00,0.00,17.00,0.00,0.00,3.00
49,Postgraduate,In couple,47009.00,448.00,12.27,Has child,1 child,171.00,45.00,73.00,59.00,10.00,90.00
41,Undergraduate,In couple,46094.00,44.00,3.87,Has child,2 children,12.00,2.00,20.00,3.00,2.00,5.00
42,Postgraduate,In couple,40321.00,102.00,14.40,Has child,2 children,44.00,4.00,21.00,6.00,0.00,27.00
30,Postgraduate,In couple,37235.00,61.00,8.17,Has child,1 child,20.00,2.00,9.00,4.00,6.00,20.00
54,Postgraduate,In couple,81843.00,1643.00,17.67,No child,No child,779.00,86.00,537.00,34.00,69.00,138.00
56,Postgraduate,In couple,46692.00,397.00,16.17,Has child,1 child,170.00,6.00,97.00,24.00,12.00,88.00
46,Postgraduate,In couple,77382.00,1121.00,9.00,Has child,1 child,491.00,48.00,231.00,112.00,105.00,134.00
37,Postgraduate,Alone,37774.00,473.00,25.37,Has child,2 children,173.00,8.00,107.00,7.00,2.00,176.00
40,Undergraduate,In couple,18393.00,50.00,6.30,Has child,1 child,7.00,10.00,13.00,16.00,0.00,4.00
52,Postgraduate,In couple,72828.00,1678.00,19.90,Has child,1 child,1205.00,0.00,235.00,19.00,14.00,205.00
32,Postgraduate,In couple,24711.00,58.00,5.63,No child,No child,10.00,7.00,25.00,6.00,3.00,7.00
39,Postgraduate,In couple,45503.00,170.00,12.47,Has child,1 child,97.00,4.00,44.00,6.00,1.00,18.00
32,Postgraduate,Alone,6560.00,373.00,9.87,No child,No child,67.00,11.00,26.00,4.00,3.00,262.00
69,Postgraduate,In couple,71604.00,1196.00,10.70,No child,No child,345.00,53.00,528.00,98.00,75.00,97.00
35,Postgraduate,In couple,27244.00,101.00,7.03,Has child,1 child,6.00,5.00,17.00,3.00,24.00,46.00
45,Postgraduate,In couple,48752.00,316.00,22.03,Has child,2 children,73.00,57.00,100.00,71.00,15.00,0.00
52,Postgraduate,In couple,71434.00,1400.00,12.70,Has child,1 child,711.00,36.00,217.00,172.00,96.00,168.00
66,Postgraduate,Alone,90842.00,1424.00,14.40,No child,No child,774.00,70.00,118.00,182.00,187.00,93.00
36,Postgraduate,In couple,88097.00,844.00,25.90,Has child,1 child,163.00,0.00,480.00,0.00,126.00,75.00
39,Postgraduate,In couple,51948.00,311.00,12.73,Has child,1 child,82.00,33.00,54.00,71.00,30.00,41.00
32,Postgraduate,In couple,71853.00,1149.00,17.13,No child,No child,358.00,108.00,413.00,141.00,97.00,32.00
31,Postgraduate,In couple,35876.00,129.00,5.57,No child,No child,66.00,2.00,40.00,4.00,3.00,14.00
62,Postgraduate,Alone,40049.00,32.00,11.77,Has child,1 child,13.00,6.00,7.00,0.00,3.00,3.00
32,Postgraduate,Alone,39660.00,299.00,26.23,Has child,1 child,139.00,13.00,78.00,20.00,13.00,36.00
52,Postgraduate,In couple,50127.00,320.00,4.27,Has child,1 child,274.00,0.00,21.00,4.00,6.00,15.00
37,Postgraduate,In couple,43263.00,441.00,22.73,Has child,1 child,262.00,6.00,61.00,0.00,10.00,102.00
65,Postgraduate,In couple,62845.00,1178.00,24.43,Has child,2 children,1099.00,0.00,45.00,0.00,0.00,34.00
24,Postgraduate,In couple,18929.00,85.00,19.83,No child,No child,32.00,0.00,8.00,23.00,4.00,18.00
32,Undergraduate,Alone,24367.00,24.00,18.77,Has child,1 child,2.00,4.00,2.00,0.00,11.00,5.00
39,Postgraduate,Alone,33249.00,112.00,19.70,Has child,1 child,6.00,10.00,21.00,19.00,14.00,42.00
55,Undergraduate,In couple,26887.00,30.00,20.03,Has child,1 child,6.00,7.00,4.00,3.00,4.00,6.00
31,Postgraduate,In couple,50150.00,410.00,15.70,No child,No child,135.00,46.00,92.00,65.00,61.00,11.00
38,Postgraduate,In couple,62061.00,800.00,13.30,Has child,1 child,641.00,7.00,84.00,0.00,30.00,38.00
52,Postgraduate,Alone,85696.00,1313.00,17.30,No child,No child,714.00,76.00,395.00,116.00,0.00,12.00
58,Postgraduate,In couple,76542.00,1483.00,18.43,No child,No child,794.00,73.00,573.00,0.00,29.00,14.00
21,Postgraduate,Alone,70515.00,1258.00,11.60,No child,No child,420.00,0.00,452.00,182.00,64.00,140.00
27,Postgraduate,In couple,18227.00,28.00,23.17,Has child,1 child,1.00,2.00,7.00,4.00,3.00,11.00
49,Postgraduate,In couple,69139.00,227.00,8.33,Has child,1 child,86.00,12.00,75.00,33.00,15.00,6.00
32,Postgraduate,In couple,69109.00,1555.00,23.13,No child,No child,823.00,25.00,459.00,124.00,29.00,95.00
52,Postgraduate,Alone,69627.00,861.00,18.87,Has child,1 child,231.00,161.00,215.00,171.00,30.00,53.00
36,Postgraduate,In couple,38136.00,103.00,17.67,Has child,1 child,8.00,15.00,27.00,0.00,20.00,33.00
68,Postgraduate,Alone,62159.00,634.00,5.30,No child,No child,182.00,17.00,259.00,77.00,70.00,29.00
51,Postgraduate,Alone,80695.00,1918.00,9.30,No child,No child,557.00,129.00,984.00,193.00,37.00,18.00
43,Postgraduate,Alone,33316.00,131.00,12.17,Has child,2 children,79.00,1.00,31.00,4.00,4.00,12.00
46,Postgraduate,In couple,58554.00,586.00,24.60,Has child,2 children,368.00,24.00,68.00,38.00,0.00,88.00
22,Undergraduate,In couple,17256.00,62.00,10.50,Has child,1 child,6.00,4.00,14.00,8.00,8.00,22.00
40,Postgraduate,Alone,53034.00,447.00,16.40,Has child,2 children,160.00,15.00,196.00,15.00,11.00,50.00
64,Undergraduate,In couple,52203.00,939.00,26.50,No child,No child,488.00,21.00,238.00,56.00,108.00,28.00
37,Undergraduate,Alone,59601.00,797.00,14.53,Has child,1 child,691.00,7.00,69.00,0.00,7.00,23.00
56,Postgraduate,Alone,75154.00,1143.00,25.33,Has child,1 child,543.00,10.00,205.00,160.00,143.00,82.00
38,Postgraduate,Alone,47025.00,415.00,11.03,Has child,1 child,254.00,7.00,108.00,20.00,0.00,26.00
41,Postgraduate,In couple,37971.00,30.00,10.43,Has child,1 child,5.00,4.00,10.00,2.00,2.00,7.00
46,Postgraduate,Alone,41335.00,187.00,9.40,Has child,1 child,112.00,19.00,21.00,16.00,14.00,5.00
56,Postgraduate,In couple,67267.00,251.00,4.80,Has child,1 child,134.00,11.00,59.00,15.00,2.00,30.00
39,Postgraduate,Alone,57338.00,237.00,5.27,Has child,1 child,143.00,6.00,52.00,11.00,8.00,17.00
54,Undergraduate,In couple,50523.00,91.00,9.43,Has child,2 children,51.00,4.00,24.00,4.00,7.00,1.00
49,Postgraduate,Alone,35791.00,35.00,17.20,Has child,3 children,27.00,0.00,5.00,0.00,0.00,3.00
54,Postgraduate,Alone,50611.00,493.00,24.33,Has child,1 child,459.00,0.00,24.00,6.00,0.00,4.00
45,Postgraduate,In couple,56242.00,971.00,19.33,Has child,1 child,689.00,8.00,167.00,11.00,8.00,88.00
54,Postgraduate,Alone,48904.00,371.00,22.37,Has child,1 child,283.00,10.00,38.00,0.00,13.00,27.00
39,Postgraduate,Alone,56243.00,396.00,9.27,Has child,3 children,347.00,0.00,35.00,4.00,3.00,7.00
29,Postgraduate,In couple,21355.00,68.00,13.67,Has child,1 child,5.00,13.00,14.00,0.00,5.00,31.00
43,Postgraduate,In couple,57420.00,322.00,15.53,Has child,1 child,280.00,0.00,18.00,0.00,0.00,24.00
59,Postgraduate,Alone,46390.00,222.00,5.07,Has child,1 child,95.00,14.00,64.00,2.00,9.00,38.00
58,Undergraduate,In couple,54342.00,177.00,15.27,Has child,2 children,84.00,10.00,34.00,11.00,10.00,28.00
41,Postgraduate,In couple,20895.00,45.00,24.27,Has child,1 child,18.00,3.00,17.00,3.00,0.00,4.00
66,Postgraduate,In couple,92344.00,1899.00,8.73,No child,No child,992.00,24.00,694.00,51.00,19.00,119.00
38,Undergraduate,In couple,26907.00,22.00,13.67,Has child,2 children,9.00,1.00,7.00,0.00,3.00,2.00
34,Postgraduate,In couple,44964.00,41.00,21.90,Has child,2 children,19.00,1.00,17.00,2.00,0.00,2.00
35,Postgraduate,In couple,75507.00,1440.00,5.17,No child,No child,709.00,93.00,374.00,104.00,80.00,80.00
42,Postgraduate,In couple,53761.00,325.00,11.93,Has child,2 children,158.00,0.00,76.00,13.00,7.00,71.00
41,Postgraduate,In couple,22682.00,95.00,12.20,Has child,1 child,10.00,14.00,29.00,4.00,2.00,36.00
42,Postgraduate,In couple,38887.00,42.00,7.20,Has child,1 child,25.00,1.00,13.00,0.00,0.00,3.00
39,Undergraduate,Alone,41658.00,72.00,23.13,Has child,2 children,8.00,4.00,12.00,15.00,4.00,29.00
42,Postgraduate,In couple,29791.00,20.00,4.73,Has child,1 child,14.00,0.00,6.00,0.00,0.00,0.00
58,Postgraduate,In couple,63915.00,789.00,14.37,Has child,2 children,622.00,7.00,115.00,30.00,0.00,15.00
40,Postgraduate,Alone,39996.00,15.00,4.50,Has child,2 children,11.00,0.00,3.00,0.00,0.00,1.00
42,Postgraduate,Alone,26759.00,59.00,7.97,Has child,1 child,25.00,3.00,16.00,8.00,5.00,2.00
46,Postgraduate,Alone,63841.00,908.00,17.70,Has child,1 child,635.00,15.00,100.00,20.00,7.00,131.00
45,Postgraduate,In couple,51039.00,417.00,22.10,Has child,2 children,100.00,64.00,79.00,65.00,0.00,109.00
53,Postgraduate,In couple,60544.00,289.00,25.67,Has child,2 children,201.00,2.00,43.00,3.00,5.00,35.00
42,Postgraduate,In couple,65685.00,769.00,6.30,Has child,1 child,642.00,14.00,49.00,0.00,7.00,57.00
61,Postgraduate,In couple,37716.00,188.00,5.53,Has child,1 child,97.00,1.00,41.00,6.00,2.00,41.00
57,Postgraduate,Alone,36864.00,354.00,26.07,Has child,1 child,204.00,5.00,39.00,17.00,0.00,89.00
44,Postgraduate,In couple,44511.00,727.00,24.07,Has child,1 child,513.00,7.00,133.00,46.00,14.00,14.00
47,Postgraduate,In couple,36947.00,146.00,26.27,Has child,2 children,88.00,3.00,21.00,4.00,1.00,29.00
63,Postgraduate,In couple,47352.00,319.00,18.03,Has child,1 child,172.00,12.00,112.00,8.00,0.00,15.00
61,Postgraduate,In couple,67087.00,794.00,9.70,Has child,1 child,329.00,35.00,222.00,130.00,35.00,43.00
64,Postgraduate,In couple,57045.00,454.00,25.20,Has child,1 child,296.00,13.00,104.00,11.00,13.00,17.00
61,Postgraduate,Alone,36957.00,152.00,25.27,Has child,2 children,100.00,2.00,16.00,2.00,1.00,31.00
37,Postgraduate,In couple,69389.00,797.00,24.53,Has child,1 child,422.00,7.00,238.00,69.00,46.00,15.00
42,Postgraduate,In couple,80134.00,1690.00,16.73,Has child,1 child,1218.00,16.00,272.00,104.00,0.00,80.00
45,Postgraduate,In couple,43142.00,20.00,7.60,Has child,2 children,5.00,1.00,7.00,2.00,1.00,4.00
70,Postgraduate,In couple,80589.00,1428.00,8.50,No child,No child,507.00,93.00,520.00,242.00,40.00,26.00
24,Postgraduate,Alone,34412.00,209.00,19.93,Has child,1 child,52.00,12.00,50.00,4.00,36.00,55.00
35,Postgraduate,Alone,57537.00,545.00,16.03,Has child,1 child,191.00,56.00,139.00,51.00,8.00,100.00
48,Undergraduate,In couple,22634.00,96.00,20.87,No child,No child,2.00,23.00,11.00,8.00,6.00,46.00
